Date_Format_1;Flux;Sous_Flux;Abandons;Appels_abandon_sur_sonnerie;Appels_courts;Appels_mis_en_attente;Appels_rotation_sur_sonnerie;Appels_traites;Capacitaire;Commande;Courts;DAbd;DR;Dissuades;Duree_THC;Duree_conversation_appels_entrants;Duree_dispo_CC;Duree_garde_appels_entrants;Duree_log_face_au_client;Duree_log_face_au_client_hors_attente;Duree_log_total;Duree_pas_libre;Duree_pause_entre_appels;Duree_traitement;Duree_wrapup;Presentes;Presentes_ELI;Prevision;Traites;Traites_ELI;Datation;Jour;Mois;Semaine;Annee;Semaine_Format_2;Trimestre
20230407;Open;Mobile;5,0;3,0;38,0;1842,0;10,0;3555,0;4753,099264;506,0;0,0;47,0;3659,0;3,0;0,0;1389700,0;1301174,4799;368176,0;3488149,9322;2186975,4457;3909687,4626;83732,8888;0,0;1841608,8854;35881,0;438,0;0,0;562,2222222222223;429,0;14,0;07/04/2023;Vendredi;Avril;S14;2023;2023-Sem14;2023 - T2
20230407;Open;Premium;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;136,0;2727,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;318,0;0,0;0,0;313,0;0,0;07/04/2023;Vendredi;Avril;S14;2023;2023-Sem14;2023 - T2
20230408;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;13690,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;478,0;0,0;0,0;478,0;0,0;08/04/2023;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
20230408;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;529,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;587,7777777777778;0,0;0,0;08/04/2023;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
20230408;DART;Mobile;0,0;0,0;6,0;401,0;0,0;605,0;0,0;118,0;0,0;0,0;926,0;0,0;0,0;176418,0;106874,0;74656,0;379548,0;272674,0;428013,0;8574,0;0,0;259648,0;5466,0;127,0;0,0;131,11111111111111;127,0;0,0;08/04/2023;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
20230408;Open;ADSL;11,0;0,0;0,0;0,0;0,0;0,0;0,0;1145,0;11,0;3040,0;14083,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;858,0;96,0;1272,2222222222222;835,0;78,0;08/04/2023;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
20230408;Open;Fibre;7,0;0,0;0,0;0,0;0,0;0,0;0,0;944,0;11,0;116,0;4058,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;889,0;0,0;1048,888888888889;881,0;0,0;08/04/2023;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
20230408;Open;Mobile;5,0;3,0;31,0;1166,0;12,0;2185,0;3009,341763;326,0;0,0;1614,0;2195,0;1,0;0,0;863452,0;1327895,8247;234643,0;2698568,9488;1370673,1242;2953376,8341;59907,6666;0,0;1158002,6631;22489,0;282,0;0,0;362,22222222222223;275,0;7,0;08/04/2023;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
20230408;Open;Premium;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;654,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;194,0;0,0;0,0;191,0;0,0;08/04/2023;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
20230409;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;09/04/2023;Dimanche;Avril;S14;2023;2023-Sem14;2023 - T2
20230409;DART;Mobile;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;09/04/2023;Dimanche;Avril;S14;2023;2023-Sem14;2023 - T2
20230409;Open;ADSL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;09/04/2023;Dimanche;Avril;S14;2023;2023-Sem14;2023 - T2
20230409;Open;Fibre;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;09/04/2023;Dimanche;Avril;S14;2023;2023-Sem14;2023 - T2
20230409;Open;Mobile;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1349,5556000000001;0,0;1366,8888;17,3332;1727,2222;6,7777;0,0;6,7777;0,0;0,0;0,0;0,0;0,0;0,0;09/04/2023;Dimanche;Avril;S14;2023;2023-Sem14;2023 - T2
20230410;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10/04/2023;Lundi;Avril;S15;2023;2023-Sem15;2023 - T2
20230410;DART;Mobile;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10/04/2023;Lundi;Avril;S15;2023;2023-Sem15;2023 - T2
20230410;Open;ADSL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10/04/2023;Lundi;Avril;S15;2023;2023-Sem15;2023 - T2
20230410;Open;Fibre;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10/04/2023;Lundi;Avril;S15;2023;2023-Sem15;2023 - T2
20230410;Open;Mobile;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1908,4445;0,0;2172,8889;264,4444;2403,7778;6,2223;0,0;6,2223;0,0;0,0;0,0;0,0;0,0;0,0;10/04/2023;Lundi;Avril;S15;2023;2023-Sem15;2023 - T2
20230411;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,0;0,0;100344,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1074,0;0,0;0,0;1074,0;0,0;11/04/2023;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
20230411;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1131,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1256,6666666666667;0,0;0,0;11/04/2023;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
20230411;DART;Mobile;0,0;0,0;13,0;902,0;0,0;1295,0;0,0;257,0;0,0;0,0;1308,0;0,0;0,0;318179,0;82733,0;135267,0;570248,0;487515,0;634655,0;16070,0;0,0;469516,0;10687,0;221,0;0,0;285,55555555555554;221,0;0,0;11/04/2023;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
20230411;Open;ADSL;89,0;0,0;0,0;0,0;0,0;0,0;0,0;2478,0;19,0;14753,0;235479,0;48,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2342,0;293,0;2753,3333333333335;2200,0;255,0;11/04/2023;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
20230411;Open;Fibre;119,0;0,0;0,0;0,0;0,0;0,0;0,0;2298,0;10,0;26430,0;272596,0;40,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2526,0;0,0;2553,3333333333335;2356,0;0,0;11/04/2023;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
20230411;Open;Mobile;14,0;4,0;41,0;3179,0;19,0;5792,0;6672,892219;721,0;0,0;181,0;13008,0;17,0;0,0;2226777,0;860855,9556;671684,0;4333720,3663;3472864,4050000003;4862963,6986;138568,4441;0,0;3037029,4493;57281,0;767,0;0,0;801,1111111111112;735,0;19,0;11/04/2023;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
20230411;Open;Premium;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;52,0;7938,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;507,0;0,0;0,0;497,0;0,0;11/04/2023;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
20230412;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;30440,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1135,0;0,0;0,0;1135,0;0,0;12/04/2023;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230412;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1168,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1297,7777777777778;0,0;0,0;12/04/2023;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230412;DART;Mobile;0,0;0,0;4,0;910,0;4,0;1361,0;0,0;253,0;0,0;0,0;1202,0;0,0;0,0;339765,0;120310,0;137636,0;643505,0;523195,0;718856,0;20082,0;0,0;497483,0;12292,0;226,0;0,0;281,11111111111114;226,0;0,0;12/04/2023;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230412;Open;ADSL;34,0;0,0;0,0;0,0;0,0;0,0;0,0;2172,0;23,0;4313,0;46384,0;16,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2054,0;249,0;2413,3333333333335;1994,0;225,0;12/04/2023;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230412;Open;Fibre;31,0;0,0;0,0;0,0;0,0;0,0;0,0;1973,0;26,0;5519,0;26239,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2005,0;0,0;2192,222222222222;1975,0;0,0;12/04/2023;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230412;Open;Mobile;9,0;12,0;65,0;2606,0;38,0;5061,0;7136,239273;620,0;0,0;813,0;7722,0;1,0;0,0;1924695,0;1300916,9449;533963,0;4393756,3627;3092839,4114;4898972,1334;139011,5553;0,0;2597669,5649;50632,0;659,0;0,0;688,8888888888889;649,0;21,0;12/04/2023;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230412;Open;Premium;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;8,0;1624,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;446,0;0,0;0,0;440,0;0,0;12/04/2023;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230413;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;147679,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1262,0;0,0;0,0;1262,0;0,0;13/04/2023;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
20230413;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1052,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1168,888888888889;0,0;0,0;13/04/2023;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
20230413;DART;Mobile;0,0;0,0;14,0;1022,0;0,0;1511,0;0,0;236,0;0,0;0,0;2276,0;0,0;0,0;363977,0;109489,0;164282,0;677144,0;567655,0;751807,0;21288,0;0,0;549547,0;13447,0;249,0;0,0;262,22222222222223;249,0;0,0;13/04/2023;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
20230413;Open;ADSL;66,0;0,0;0,0;0,0;0,0;0,0;0,0;1957,0;29,0;30800,0;102933,0;65,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2240,0;213,0;2174,4444444444443;2104,0;197,0;13/04/2023;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
20230413;Open;Fibre;72,0;0,0;0,0;0,0;0,0;0,0;0,0;1793,0;30,0;25515,0;142991,0;85,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2342,0;0,0;1992,2222222222224;2176,0;0,0;13/04/2023;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
20230413;Open;Mobile;11,0;5,0;74,0;2766,0;17,0;5463,0;6268,860243;563,0;0,0;732,0;13976,0;24,0;0,0;2182733,0;827686,8004;589216,0;4180291,8303;3352605,0314;4692508,9336;141824,5553;0,0;2913773,5497;54116,0;749,0;0,0;625,5555555555555;714,0;17,0;13/04/2023;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
20230413;Open;Premium;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,0;7896,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;483,0;0,0;0,0;467,0;0,0;13/04/2023;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
20230414;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,0;0,0;81920,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1113,0;0,0;0,0;1113,0;0,0;14/04/2023;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230414;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1067,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1185,5555555555557;0,0;0,0;14/04/2023;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230414;DART;Mobile;0,0;0,0;35,0;900,0;1,0;1349,0;0,0;231,0;0,0;0,0;2731,0;0,0;0,0;327648,0;78656,0;132524,0;575961,0;497305,0;641302,0;17985,0;0,0;478157,0;11250,0;236,0;0,0;256,6666666666667;236,0;0,0;14/04/2023;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230414;Open;ADSL;28,0;0,0;0,0;0,0;0,0;0,0;0,0;2006,0;23,0;1760,0;44875,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1927,0;209,0;2228,888888888889;1894,0;204,0;14/04/2023;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230414;Open;Fibre;27,0;0,0;0,0;0,0;0,0;0,0;0,0;1850,0;18,0;2802,0;38178,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1918,0;0,0;2055,5555555555557;1886,0;0,0;14/04/2023;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230414;Open;Mobile;7,0;12,0;59,0;2460,0;13,0;4760,0;6179,517816;580,0;0,0;24,0;3033,0;1,0;0,0;1834393,0;1275810,7471;510388,0;4211855,4227;2936044,6755;4750234,9782;127833,1111;0,0;2472614,112;47618,0;570,0;0,0;644,4444444444445;561,0;18,0;14/04/2023;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230414;Open;Premium;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;23,0;1703,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;423,0;0,0;0,0;419,0;0,0;14/04/2023;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
20230415;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;9973,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;830,0;0,0;0,0;830,0;0,0;15/04/2023;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
20230415;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;666,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;740,0;0,0;0,0;15/04/2023;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
20230415;DART;Mobile;0,0;0,0;8,0;656,0;0,0;1015,0;0,0;148,0;0,0;0,0;765,0;0,0;0,0;275034,0;175538,0;107223,0;593454,0;417916,0;668061,0;16068,0;0,0;398325,0;9889,0;185,0;0,0;164,44444444444446;185,0;0,0;15/04/2023;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
20230415;Open;ADSL;10,0;0,0;0,0;0,0;0,0;0,0;0,0;1277,0;6,0;20,0;3228,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1146,0;118,0;1418,888888888889;1129,0;111,0;15/04/2023;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
20230415;Open;Fibre;10,0;0,0;0,0;0,0;0,0;0,0;0,0;1080,0;12,0;823,0;1693,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1123,0;0,0;1200,0;1113,0;0,0;15/04/2023;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
20230415;Open;Mobile;4,0;5,0;25,0;1517,0;13,0;2898,0;3815,47581;338,0;0,0;2,0;853,0;1,0;0,0;1164073,0;2372395,6654;311371,0;4309852,7774;1937457,1119;4717330,7781;88840,2222;0,0;1564284,2222;29521,0;407,0;0,0;375,5555555555556;401,0;10,0;15/04/2023;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
20230415;Open;Premium;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;713,0;384,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;260,0;0,0;0,0;255,0;0,0;15/04/2023;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
20230416;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16/04/2023;Dimanche;Avril;S15;2023;2023-Sem15;2023 - T2
20230416;DART;Mobile;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16/04/2023;Dimanche;Avril;S15;2023;2023-Sem15;2023 - T2
20230416;Open;ADSL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16/04/2023;Dimanche;Avril;S15;2023;2023-Sem15;2023 - T2
20230416;Open;Fibre;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16/04/2023;Dimanche;Avril;S15;2023;2023-Sem15;2023 - T2
20230416;Open;Mobile;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1137,3334;0,0;1236,4444;99,11110000000001;1386,2222;35,7778;0,0;35,7778;0,0;0,0;0,0;0,0;0,0;0,0;16/04/2023;Dimanche;Avril;S15;2023;2023-Sem15;2023 - T2
20230417;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,0;0,0;329746,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1263,0;0,0;0,0;1263,0;0,0;17/04/2023;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
20230417;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1172,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1302,2222222222222;0,0;0,0;17/04/2023;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
20230417;DART;Mobile;0,0;1,0;21,0;927,0;0,0;1490,0;0,0;0,0;0,0;0,0;2835,0;0,0;0,0;378876,0;37956,0;146095,0;593862,0;555906,0;652526,0;20794,0;0,0;545765,0;14071,0;227,0;0,0;0,0;227,0;0,0;17/04/2023;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
20230417;Open;ADSL;42,0;0,0;0,0;0,0;0,0;0,0;0,0;2334,0;32,0;4884,0;102635,0;27,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2266,0;279,0;2593,3333333333335;2193,0;257,0;17/04/2023;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
20230417;Open;Fibre;43,0;0,0;0,0;0,0;0,0;0,0;0,0;2050,0;23,0;10464,0;110179,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2226,0;0,0;2277,777777777778;2167,0;0,0;17/04/2023;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
20230417;Open;Mobile;9,0;4,0;70,0;3032,0;15,0;5639,0;5534,480625;659,0;0,0;354,0;9435,0;8,0;0,0;2237507,0;1165497,0206;679103,0;4710599,9562;3545102,9383;5270292,9566;132990,1106;0,0;3049600,1042;55370,0;777,0;0,0;732,2222222222223;759,0;18,0;17/04/2023;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
20230417;Open;Premium;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;136,0;2187,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;525,0;0,0;0,0;520,0;0,0;17/04/2023;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
20230418;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,0;0,0;208492,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1202,0;0,0;0,0;1202,0;0,0;18/04/2023;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
20230418;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1008,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1120,0;0,0;0,0;18/04/2023;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
20230418;DART;Mobile;0,0;0,0;49,0;909,0;0,0;1382,0;0,0;327,0;0,0;0,0;2207,0;0,0;0,0;332750,0;41011,0;142136,0;550040,0;509029,0;614276,0;19727,0;0,0;494613,0;13170,0;180,0;0,0;363,33333333333337;180,0;0,0;18/04/2023;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
20230418;Open;ADSL;42,0;0,0;0,0;0,0;0,0;0,0;0,0;2009,0;13,0;7511,0;60135,0;29,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1764,0;223,0;2232,222222222222;1690,0;192,0;18/04/2023;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
20230418;Open;Fibre;46,0;0,0;0,0;0,0;0,0;0,0;0,0;1793,0;21,0;10534,0;51747,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1707,0;0,0;1992,2222222222224;1646,0;0,0;18/04/2023;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
20230418;Open;Mobile;5,0;8,0;44,0;2299,0;15,0;4208,0;5441,844689;579,0;0,0;75,0;5386,0;6,0;0,0;1698537,0;1304123,1239;508038,0;3976400,2602;2672277,1282;4421665,8143;107383,5555;0,0;2313958,5638;40658,0;528,0;0,0;643,3333333333334;517,0;15,0;18/04/2023;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
20230418;Open;Premium;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;2152,0;2995,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;360,0;0,0;0,0;353,0;0,0;18/04/2023;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
20230419;DART;Convergent;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;125193,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1103,0;0,0;0,0;1103,0;0,0;19/04/2023;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
20230419;DART;Convergents;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1041,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1156,6666666666667;0,0;0,0;19/04/2023;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
20230419;DART;Mobile;0,0;0,0;6,0;793,0;0,0;1302,0;0,0;320,0;0,0;0,0;2443,0;0,0;0,0;347881,0;44390,0;124365,0;550030,0;505640,0;619335,0;22067,0;0,0;494313,0;13832,0;199,0;0,0;355,55555555555554;199,0;0,0;19/04/2023;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
20230419;Open;ADSL;22,0;0,0;0,0;0,0;0,0;0,0;0,0;2074,0;12,0;3727,0;15698,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1768,0;198,0;2304,4444444444443;1738,0;186,0;19/04/2023;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
20230419;Open;Fibre;13,0;0,0;0,0;0,0;0,0;0,0;0,0;1861,0;14,0;1522,0;12192,999999999998;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1768,0;0,0;2067,777777777778;1755,0;0,0;19/04/2023;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
20230419;Open;Mobile;4,0;5,0;40,0;2438,0;6,0;4511,0;5529,195365;567,0;0,0;12,0;1586,0;0,0;0,0;1791706,0;1160563,6244;556148,0;4062163,0166;2901599,3886;4539181,7943;127563,7784;0,0;2475417,7754;45247,0;582,0;0,0;630,0;578,0;15,0;19/04/2023;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
20230419;Open;Premium;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;1123,0;698,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;445,0;0,0;0,0;440,0;0,0;19/04/2023;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
